service_id,model,reserve_percent,safe_payload_kg,limiting_factor
S005,A,14,25,rated_payload
S005,A,15,25,rated_payload
S005,A,16,25,rated_payload
S005,A,17,25,rated_payload
S005,A,18,25,rated_payload
S005,A,19,25,rated_payload
S005,A,20,25,rated_payload
S005,A,21,25,rated_payload
S005,A,22,25,rated_payload
S005,A,23,25,rated_payload
S005,A,24,25,rated_payload
S005,A,25,25,rated_payload
S005,A,26,25,rated_payload
S005,A,27,25,rated_payload
S005,A,28,25,rated_payload
S005,A,29,25,rated_payload
S005,A,30,25,rated_payload
S005,A,31,25,rated_payload
S005,A,32,25,rated_payload
S005,A,33,25,rated_payload
S005,A,34,25,rated_payload
S005,A,35,25,rated_payload
S005,A,36,25,rated_payload
S005,A,37,25,rated_payload
S005,A,38,25,rated_payload
S005,A,39,25,rated_payload
S005,A,40,25,rated_payload
S005,A,41,25,rated_payload
S005,A,42,25,rated_payload
S005,A,43,25,rated_payload
S005,A,44,25,rated_payload
S005,A,45,25,rated_payload
S005,A,46,25,rated_payload
S005,A,47,25,rated_payload
S005,A,48,25,rated_payload
S005,A,49,25,rated_payload
S005,A,50,25,rated_payload
S005,A,51,22.735541313886642,energy_reserve
S005,A,52,19.847724586725235,energy_reserve
S005,A,53,16.498272120952606,energy_reserve
S005,A,54,12.483558058738708,energy_reserve
S005,A,55,7.313037663698196,energy_reserve
S005,A,56,null,empty_roundtrip_infeasible
S005,A,57,null,empty_roundtrip_infeasible
S005,A,58,null,empty_roundtrip_infeasible
S005,A,59,null,empty_roundtrip_infeasible
S005,A,60,null,empty_roundtrip_infeasible
S005,B,0,30,rated_payload
S005,B,1,30,rated_payload
S005,B,2,30,rated_payload
S005,B,3,30,rated_payload
S005,B,4,30,rated_payload
S005,B,5,30,rated_payload
S005,B,6,30,rated_payload
S005,B,7,30,rated_payload
S005,B,8,30,rated_payload
S005,B,9,30,rated_payload
S005,B,10,30,rated_payload
S005,B,11,30,rated_payload
S005,B,12,30,rated_payload
S005,B,13,30,rated_payload
S005,B,14,30,rated_payload
S005,B,15,30,rated_payload
S005,B,16,30,rated_payload
S005,B,17,30,rated_payload
S005,B,18,30,rated_payload
S005,B,19,30,rated_payload
S005,B,20,30,rated_payload
S005,B,21,30,rated_payload
S005,B,22,30,rated_payload
S005,B,23,30,rated_payload
S005,B,24,30,rated_payload
S005,B,25,30,rated_payload
S005,B,26,30,rated_payload
S005,B,27,30,rated_payload
S005,B,28,30,rated_payload
S005,B,29,30,rated_payload
S005,B,30,30,rated_payload
S005,B,31,30,rated_payload
S005,B,32,30,rated_payload
S005,B,33,30,rated_payload
S005,B,34,30,rated_payload
S005,B,35,30,rated_payload
S005,B,36,30,rated_payload
S005,B,37,30,rated_payload
S005,B,38,30,rated_payload
S005,B,39,30,rated_payload
S005,B,40,30,rated_payload
S005,B,41,30,rated_payload
S005,B,42,30,rated_payload
S005,B,43,30,rated_payload
S005,B,44,30,rated_payload
S005,B,45,30,rated_payload
S005,B,46,29.630655348300934,energy_reserve
S005,B,47,28.776642680168152,energy_reserve
S005,B,48,27.854774594306946,energy_reserve
S005,B,49,26.856115758419037,energy_reserve
S005,B,50,25.769942700862885,energy_reserve
S005,B,51,24.583206474781036,energy_reserve
S005,B,52,23.279778957366943,energy_reserve
S005,B,53,21.83932363986969,energy_reserve
S005,B,54,20.23553431034088,energy_reserve
S005,B,55,18.43322217464447,energy_reserve
S005,B,56,16.383073925971985,energy_reserve
S005,B,57,14.011085629463196,energy_reserve
S005,B,58,11.193386614322662,energy_reserve
S005,B,59,7.676282823085785,energy_reserve
S005,B,60,2.560676336288452,energy_reserve
S005,C,0,80,rated_payload
S005,C,1,80,rated_payload
S005,C,2,80,rated_payload
S005,C,3,80,rated_payload
S005,C,4,80,rated_payload
S005,C,5,80,rated_payload
S005,C,6,80,rated_payload
S005,C,7,80,rated_payload
S005,C,8,80,rated_payload
S005,C,9,80,rated_payload
S005,C,10,80,rated_payload
S005,C,11,80,rated_payload
S005,C,12,80,rated_payload
S005,C,13,80,rated_payload
S005,C,14,80,rated_payload
S005,C,15,80,rated_payload
S005,C,16,80,rated_payload
S005,C,17,80,rated_payload
S005,C,18,80,rated_payload
S005,C,19,80,rated_payload
S005,C,20,80,rated_payload
S005,C,21,80,rated_payload
S005,C,22,80,rated_payload
S005,C,23,80,rated_payload
S005,C,24,80,rated_payload
S005,C,25,80,rated_payload
S005,C,26,80,rated_payload
S005,C,27,80,rated_payload
S005,C,28,80,rated_payload
S005,C,29,80,rated_payload
S005,C,30,80,rated_payload
S005,C,31,80,rated_payload
S005,C,32,80,rated_payload
S005,C,33,80,rated_payload
S005,C,34,79.83675599098206,energy_reserve
S005,C,35,78.7723833322525,energy_reserve
S005,C,36,77.65053987503052,energy_reserve
S005,C,37,76.46634101867676,energy_reserve
S005,C,38,75.21431744098663,energy_reserve
S005,C,39,73.88831675052643,energy_reserve
S005,C,40,72.48139321804047,energy_reserve
S005,C,41,70.9856653213501,energy_reserve
S005,C,42,69.39214587211609,energy_reserve
S005,C,43,67.69052565097809,energy_reserve
S005,C,44,65.86890816688538,energy_reserve
S005,C,45,63.91346037387848,energy_reserve
S005,C,46,61.80796980857849,energy_reserve
S005,C,47,59.53325271606445,energy_reserve
S005,C,48,57.06635594367981,energy_reserve
S005,C,49,54.37945365905762,energy_reserve
S005,C,50,51.43826365470886,energy_reserve
S005,C,51,48.199702501297,energy_reserve
S005,C,52,44.608222246170044,energy_reserve
S005,C,53,40.589749217033386,energy_reserve
S005,C,54,36.0407829284668,energy_reserve
S005,C,55,30.806493759155273,energy_reserve
S005,C,56,24.62874412536621,energy_reserve
S005,C,57,16.98302686214447,energy_reserve
S005,C,58,6.077924370765686,energy_reserve
S005,C,59,null,empty_roundtrip_infeasible
S005,C,60,null,empty_roundtrip_infeasible
S006,A,0,25,rated_payload
S006,A,1,25,rated_payload
S006,A,2,25,rated_payload
S006,A,3,25,rated_payload
S006,A,4,25,rated_payload
S006,A,5,25,rated_payload
S006,A,6,25,rated_payload
S006,A,7,25,rated_payload
S006,A,8,25,rated_payload
S006,A,9,25,rated_payload
S006,A,10,25,rated_payload
S006,A,11,25,rated_payload
S006,A,12,25,rated_payload
S006,A,13,25,rated_payload
S006,A,14,25,rated_payload
S006,A,15,25,rated_payload
S006,A,16,25,rated_payload
S006,A,17,25,rated_payload
S006,A,18,25,rated_payload
S006,A,19,25,rated_payload
S006,A,20,25,rated_payload
S006,A,21,25,rated_payload
S006,A,22,25,rated_payload
S006,A,23,25,rated_payload
S006,A,24,25,rated_payload
S006,A,25,25,rated_payload
S006,A,26,25,rated_payload
S006,A,27,25,rated_payload
S006,A,28,25,rated_payload
S006,A,29,25,rated_payload
S006,A,30,25,rated_payload
S006,A,31,25,rated_payload
S006,A,32,25,rated_payload
S006,A,33,25,rated_payload
S006,A,34,25,rated_payload
S006,A,35,25,rated_payload
S006,A,36,25,rated_payload
S006,A,37,25,rated_payload
S006,A,38,25,rated_payload
S006,A,39,25,rated_payload
S006,A,40,25,rated_payload
S006,A,41,25,rated_payload
S006,A,42,25,rated_payload
S006,A,43,25,rated_payload
S006,A,44,25,rated_payload
S006,A,45,25,rated_payload
S006,A,46,25,rated_payload
S006,A,47,25,rated_payload
S006,A,48,25,rated_payload
S006,A,49,25,rated_payload
S006,A,50,25,rated_payload
S006,A,51,25,rated_payload
S006,A,52,25,rated_payload
S006,A,53,25,rated_payload
S006,A,54,25,rated_payload
S006,A,55,25,rated_payload
S006,A,56,25,rated_payload
S006,A,57,25,rated_payload
S006,A,58,25,rated_payload
S006,A,59,25,rated_payload
S006,A,60,25,rated_payload
S006,B,0,30,rated_payload
S006,B,1,30,rated_payload
S006,B,2,30,rated_payload
S006,B,3,30,rated_payload
S006,B,4,30,rated_payload
S006,B,5,30,rated_payload
S006,B,6,30,rated_payload
S006,B,7,30,rated_payload
S006,B,8,30,rated_payload
S006,B,9,30,rated_payload
S006,B,10,30,rated_payload
S006,B,11,30,rated_payload
S006,B,12,30,rated_payload
S006,B,13,30,rated_payload
S006,B,14,30,rated_payload
S006,B,15,30,rated_payload
S006,B,16,30,rated_payload
S006,B,17,30,rated_payload
S006,B,18,30,rated_payload
S006,B,19,30,rated_payload
S006,B,20,30,rated_payload
S006,B,21,30,rated_payload
S006,B,22,30,rated_payload
S006,B,23,30,rated_payload
S006,B,24,30,rated_payload
S006,B,25,30,rated_payload
S006,B,26,30,rated_payload
S006,B,27,30,rated_payload
S006,B,28,30,rated_payload
S006,B,29,30,rated_payload
S006,B,30,30,rated_payload
S006,B,31,30,rated_payload
S006,B,32,30,rated_payload
S006,B,33,30,rated_payload
S006,B,34,30,rated_payload
S006,B,35,30,rated_payload
S006,B,36,30,rated_payload
S006,B,37,30,rated_payload
S006,B,38,30,rated_payload
S006,B,39,30,rated_payload
S006,B,40,30,rated_payload
S006,B,41,30,rated_payload
S006,B,42,30,rated_payload
S006,B,43,30,rated_payload
S006,B,44,30,rated_payload
S006,B,45,30,rated_payload
S006,B,46,30,rated_payload
S006,B,47,30,rated_payload
S006,B,48,30,rated_payload
S006,B,49,30,rated_payload
S006,B,50,30,rated_payload
S006,B,51,30,rated_payload
S006,B,52,30,rated_payload
S006,B,53,30,rated_payload
S006,B,54,30,rated_payload
S006,B,55,30,rated_payload
S006,B,56,30,rated_payload
S006,B,57,30,rated_payload
S006,B,58,30,rated_payload
S006,B,59,30,rated_payload
S006,B,60,30,rated_payload
S006,C,0,80,rated_payload
S006,C,1,80,rated_payload
S006,C,2,80,rated_payload
S006,C,3,80,rated_payload
S006,C,4,80,rated_payload
S006,C,5,80,rated_payload
S006,C,6,80,rated_payload
S006,C,7,80,rated_payload
S006,C,8,80,rated_payload
S006,C,9,80,rated_payload
S006,C,10,80,rated_payload
S006,C,11,80,rated_payload
S006,C,12,80,rated_payload
S006,C,13,80,rated_payload
S006,C,14,80,rated_payload
S006,C,15,80,rated_payload
S006,C,16,80,rated_payload
S006,C,17,80,rated_payload
S006,C,18,80,rated_payload
S006,C,19,80,rated_payload
S006,C,20,80,rated_payload
S006,C,21,80,rated_payload
S006,C,22,80,rated_payload
S006,C,23,80,rated_payload
S006,C,24,80,rated_payload
S006,C,25,80,rated_payload
S006,C,26,80,rated_payload
S006,C,27,80,rated_payload
S006,C,28,80,rated_payload
S006,C,29,80,rated_payload
S006,C,30,80,rated_payload
S006,C,31,80,rated_payload
S006,C,32,80,rated_payload
S006,C,33,80,rated_payload
S006,C,34,80,rated_payload
S006,C,35,80,rated_payload
S006,C,36,80,rated_payload
S006,C,37,80,rated_payload
S006,C,38,80,rated_payload
S006,C,39,80,rated_payload
S006,C,40,80,rated_payload
S006,C,41,80,rated_payload
S006,C,42,80,rated_payload
S006,C,43,80,rated_payload
S006,C,44,80,rated_payload
S006,C,45,80,rated_payload
S006,C,46,80,rated_payload
S006,C,47,80,rated_payload
S006,C,48,80,rated_payload
S006,C,49,80,rated_payload
S006,C,50,80,rated_payload
S006,C,51,80,rated_payload
S006,C,52,80,rated_payload
S006,C,53,80,rated_payload
S006,C,54,80,rated_payload
S006,C,55,80,rated_payload
S006,C,56,80,rated_payload
S006,C,57,80,rated_payload
S006,C,58,80,rated_payload
S006,C,59,80,rated_payload
S006,C,60,78.84344220161438,energy_reserve
S007,A,0,25,rated_payload
S007,A,1,25,rated_payload
S007,A,2,25,rated_payload
S007,A,3,25,rated_payload
S007,A,4,25,rated_payload
S007,A,5,25,rated_payload
S007,A,6,25,rated_payload
S007,A,7,25,rated_payload
S007,A,8,25,rated_payload
S007,A,9,25,rated_payload
S007,A,10,25,rated_payload
S007,A,11,25,rated_payload
S007,A,12,25,rated_payload
S007,A,13,25,rated_payload
S007,A,14,25,rated_payload
S007,A,15,25,rated_payload
S007,A,16,25,rated_payload
S007,A,17,25,rated_payload
S007,A,18,25,rated_payload
S007,A,19,25,rated_payload
S007,A,20,25,rated_payload
S007,A,21,25,rated_payload
S007,A,22,25,rated_payload
S007,A,23,25,rated_payload
S007,A,24,25,rated_payload
S007,A,25,25,rated_payload
S007,A,26,25,rated_payload
S007,A,27,25,rated_payload
S007,A,28,25,rated_payload
S007,A,29,25,rated_payload
S007,A,30,25,rated_payload
S007,A,31,25,rated_payload
S007,A,32,25,rated_payload
S007,A,33,25,rated_payload
S007,A,34,25,rated_payload
S007,A,35,25,rated_payload
S007,A,36,25,rated_payload
S007,A,37,25,rated_payload
S007,A,38,25,rated_payload
S007,A,39,25,rated_payload
S007,A,40,25,rated_payload
S007,A,41,25,rated_payload
S007,A,42,25,rated_payload
S007,A,43,25,rated_payload
S007,A,44,25,rated_payload
S007,A,45,25,rated_payload
S007,A,46,25,rated_payload
S007,A,47,25,rated_payload
S007,A,48,25,rated_payload
S007,A,49,25,rated_payload
S007,A,50,25,rated_payload
S007,A,51,25,rated_payload
S007,A,52,25,rated_payload
S007,A,53,25,rated_payload
S007,A,54,25,rated_payload
S007,A,55,25,rated_payload
S007,A,56,22.609039396047592,energy_reserve
S007,A,57,19.397170841693878,energy_reserve
S007,A,58,15.644268691539764,energy_reserve
S007,A,59,11.095839738845825,energy_reserve
S007,A,60,5.0498902797698975,energy_reserve
S007,B,0,30,rated_payload
S007,B,1,30,rated_payload
S007,B,2,30,rated_payload
S007,B,3,30,rated_payload
S007,B,4,30,rated_payload
S007,B,5,30,rated_payload
S007,B,6,30,rated_payload
S007,B,7,30,rated_payload
S007,B,8,30,rated_payload
S007,B,9,30,rated_payload
S007,B,10,30,rated_payload
S007,B,11,30,rated_payload
S007,B,12,30,rated_payload
S007,B,13,30,rated_payload
S007,B,14,30,rated_payload
S007,B,15,30,rated_payload
S007,B,16,30,rated_payload
S007,B,17,30,rated_payload
S007,B,18,30,rated_payload
S007,B,19,30,rated_payload
S007,B,20,30,rated_payload
S007,B,21,30,rated_payload
S007,B,22,30,rated_payload
S007,B,23,30,rated_payload
S007,B,24,30,rated_payload
S007,B,25,30,rated_payload
S007,B,26,30,rated_payload
S007,B,27,30,rated_payload
S007,B,28,30,rated_payload
S007,B,29,30,rated_payload
S007,B,30,30,rated_payload
S007,B,31,30,rated_payload
S007,B,32,30,rated_payload
S007,B,33,30,rated_payload
S007,B,34,30,rated_payload
S007,B,35,30,rated_payload
S007,B,36,30,rated_payload
S007,B,37,30,rated_payload
S007,B,38,30,rated_payload
S007,B,39,30,rated_payload
S007,B,40,30,rated_payload
S007,B,41,30,rated_payload
S007,B,42,30,rated_payload
S007,B,43,30,rated_payload
S007,B,44,30,rated_payload
S007,B,45,30,rated_payload
S007,B,46,30,rated_payload
S007,B,47,30,rated_payload
S007,B,48,30,rated_payload
S007,B,49,30,rated_payload
S007,B,50,30,rated_payload
S007,B,51,30,rated_payload
S007,B,52,29.05651420354843,energy_reserve
S007,B,53,28.025441765785217,energy_reserve
S007,B,54,26.89904272556305,energy_reserve
S007,B,55,25.66282331943512,energy_reserve
S007,B,56,24.298913776874542,energy_reserve
S007,B,57,22.784878313541412,energy_reserve
S007,B,58,21.09187602996826,energy_reserve
S007,B,59,19.18165683746338,energy_reserve
S007,B,60,17.001226544380188,energy_reserve
S007,C,0,80,rated_payload
S007,C,1,80,rated_payload
S007,C,2,80,rated_payload
S007,C,3,80,rated_payload
S007,C,4,80,rated_payload
S007,C,5,80,rated_payload
S007,C,6,80,rated_payload
S007,C,7,80,rated_payload
S007,C,8,80,rated_payload
S007,C,9,80,rated_payload
S007,C,10,80,rated_payload
S007,C,11,80,rated_payload
S007,C,12,80,rated_payload
S007,C,13,80,rated_payload
S007,C,14,80,rated_payload
S007,C,15,80,rated_payload
S007,C,16,80,rated_payload
S007,C,17,80,rated_payload
S007,C,18,80,rated_payload
S007,C,19,80,rated_payload
S007,C,20,80,rated_payload
S007,C,21,80,rated_payload
S007,C,22,80,rated_payload
S007,C,23,80,rated_payload
S007,C,24,80,rated_payload
S007,C,25,80,rated_payload
S007,C,26,80,rated_payload
S007,C,27,80,rated_payload
S007,C,28,80,rated_payload
S007,C,29,80,rated_payload
S007,C,30,80,rated_payload
S007,C,31,80,rated_payload
S007,C,32,80,rated_payload
S007,C,33,80,rated_payload
S007,C,34,80,rated_payload
S007,C,35,80,rated_payload
S007,C,36,80,rated_payload
S007,C,37,80,rated_payload
S007,C,38,80,rated_payload
S007,C,39,80,rated_payload
S007,C,40,80,rated_payload
S007,C,41,80,rated_payload
S007,C,42,79.4053965806961,energy_reserve
S007,C,43,78.15012693405151,energy_reserve
S007,C,44,76.81644022464752,energy_reserve
S007,C,45,75.39669394493103,energy_reserve
S007,C,46,73.88219892978668,energy_reserve
S007,C,47,72.26302981376648,energy_reserve
S007,C,48,70.52778780460358,energy_reserve
S007,C,49,68.6633026599884,energy_reserve
S007,C,50,66.65425896644592,energy_reserve
S007,C,51,64.48270738124847,energy_reserve
S007,C,52,62.127429842948914,energy_reserve
S007,C,53,59.563090801239014,energy_reserve
S007,C,54,56.759068965911865,energy_reserve
S007,C,55,53.67781162261963,energy_reserve
S007,C,56,50.272420048713684,energy_reserve
S007,C,57,46.482940316200256,energy_reserve
S007,C,58,42.23030149936676,energy_reserve
S007,C,59,37.40558981895447,energy_reserve
S007,C,60,31.848825216293335,energy_reserve
S008,A,0,25,rated_payload
S008,A,1,25,rated_payload
S008,A,2,25,rated_payload
S008,A,3,25,rated_payload
S008,A,4,25,rated_payload
S008,A,5,25,rated_payload
S008,A,6,25,rated_payload
S008,A,7,25,rated_payload
S008,A,8,25,rated_payload
S008,A,9,25,rated_payload
S008,A,10,25,rated_payload
S008,A,11,25,rated_payload
S008,A,12,25,rated_payload
S008,A,13,25,rated_payload
S008,A,14,25,rated_payload
S008,A,15,25,rated_payload
S008,A,16,25,rated_payload
S008,A,17,25,rated_payload
S008,A,18,25,rated_payload
S008,A,19,25,rated_payload
S008,A,20,25,rated_payload
S008,A,21,25,rated_payload
S008,A,22,25,rated_payload
S008,A,23,25,rated_payload
S008,A,24,25,rated_payload
S008,A,25,24.563053995370865,energy_reserve
S008,A,26,22.865545749664307,energy_reserve
S008,A,27,21.017710864543915,energy_reserve
S008,A,28,18.990454822778702,energy_reserve
S008,A,29,16.74293875694275,energy_reserve
S008,A,30,14.213552325963974,energy_reserve
S008,A,31,11.298322677612305,energy_reserve
S008,A,32,7.783211022615433,energy_reserve
S008,A,33,2.9414936900138855,energy_reserve
S008,A,34,null,empty_roundtrip_infeasible
S008,A,35,null,empty_roundtrip_infeasible
S008,A,36,null,empty_roundtrip_infeasible
S008,A,37,null,empty_roundtrip_infeasible
S008,A,38,null,empty_roundtrip_infeasible
S008,A,39,null,empty_roundtrip_infeasible
S008,A,40,null,empty_roundtrip_infeasible
S008,A,41,null,empty_roundtrip_infeasible
S008,A,42,null,empty_roundtrip_infeasible
S008,A,43,null,empty_roundtrip_infeasible
S008,A,44,null,empty_roundtrip_infeasible
S008,A,45,null,empty_roundtrip_infeasible
S008,A,46,null,empty_roundtrip_infeasible
S008,A,47,null,empty_roundtrip_infeasible
S008,A,48,null,empty_roundtrip_infeasible
S008,A,49,null,empty_roundtrip_infeasible
S008,A,50,null,empty_roundtrip_infeasible
S008,A,51,null,empty_roundtrip_infeasible
S008,A,52,null,empty_roundtrip_infeasible
S008,A,53,null,empty_roundtrip_infeasible
S008,A,54,null,empty_roundtrip_infeasible
S008,A,55,null,empty_roundtrip_infeasible
S008,A,56,null,empty_roundtrip_infeasible
S008,A,57,null,empty_roundtrip_infeasible
S008,A,58,null,empty_roundtrip_infeasible
S008,A,59,null,empty_roundtrip_infeasible
S008,A,60,null,empty_roundtrip_infeasible
S008,B,0,30,rated_payload
S008,B,1,30,rated_payload
S008,B,2,30,rated_payload
S008,B,3,30,rated_payload
S008,B,4,30,rated_payload
S008,B,5,30,rated_payload
S008,B,6,30,rated_payload
S008,B,7,30,rated_payload
S008,B,8,30,rated_payload
S008,B,9,30,rated_payload
S008,B,10,30,rated_payload
S008,B,11,30,rated_payload
S008,B,12,30,rated_payload
S008,B,13,30,rated_payload
S008,B,14,30,rated_payload
S008,B,15,30,rated_payload
S008,B,16,30,rated_payload
S008,B,17,30,rated_payload
S008,B,18,29.906251430511475,energy_reserve
S008,B,19,29.367283880710602,energy_reserve
S008,B,20,28.80136013031006,energy_reserve
S008,B,21,28.206292390823364,energy_reserve
S008,B,22,27.579632699489594,energy_reserve
S008,B,23,26.91862642765045,energy_reserve
S008,B,24,26.220157742500305,energy_reserve
S008,B,25,25.480684340000153,energy_reserve
S008,B,26,24.696149826049805,energy_reserve
S008,B,27,23.861873745918274,energy_reserve
S008,B,28,22.972410321235657,energy_reserve
S008,B,29,22.021356225013733,energy_reserve
S008,B,30,21.001091301441193,energy_reserve
S008,B,31,19.902414679527283,energy_reserve
S008,B,32,18.714013695716858,energy_reserve
S008,B,33,17.42167353630066,energy_reserve
S008,B,34,16.00700318813324,energy_reserve
S008,B,35,14.44529414176941,energy_reserve
S008,B,36,12.701561450958252,energy_reserve
S008,B,37,10.7223442196846,energy_reserve
S008,B,38,8.415438830852509,energy_reserve
S008,B,39,5.582061409950256,energy_reserve
S008,B,40,1.3978931307792664,energy_reserve
S008,B,41,null,empty_roundtrip_infeasible
S008,B,42,null,empty_roundtrip_infeasible
S008,B,43,null,empty_roundtrip_infeasible
S008,B,44,null,empty_roundtrip_infeasible
S008,B,45,null,empty_roundtrip_infeasible
S008,B,46,null,empty_roundtrip_infeasible
S008,B,47,null,empty_roundtrip_infeasible
S008,B,48,null,empty_roundtrip_infeasible
S008,B,49,null,empty_roundtrip_infeasible
S008,B,50,null,empty_roundtrip_infeasible
S008,B,51,null,empty_roundtrip_infeasible
S008,B,52,null,empty_roundtrip_infeasible
S008,B,53,null,empty_roundtrip_infeasible
S008,B,54,null,empty_roundtrip_infeasible
S008,B,55,null,empty_roundtrip_infeasible
S008,B,56,null,empty_roundtrip_infeasible
S008,B,57,null,empty_roundtrip_infeasible
S008,B,58,null,empty_roundtrip_infeasible
S008,B,59,null,empty_roundtrip_infeasible
S008,B,60,null,empty_roundtrip_infeasible
S008,C,0,79.67744767665863,energy_reserve
S008,C,1,78.9811897277832,energy_reserve
S008,C,2,78.26062142848969,energy_reserve
S008,C,3,77.51441895961761,energy_reserve
S008,C,4,76.74115777015686,energy_reserve
S008,C,5,75.93930304050446,energy_reserve
S008,C,6,75.10719537734985,energy_reserve
S008,C,7,74.24304246902466,energy_reserve
S008,C,8,73.34490120410919,energy_reserve
S008,C,9,72.4106615781784,energy_reserve
S008,C,10,71.4380270242691,energy_reserve
S008,C,11,70.42449414730072,energy_reserve
S008,C,12,69.36732411384583,energy_reserve
S008,C,13,68.26351583003998,energy_reserve
S008,C,14,67.10976958274841,energy_reserve
S008,C,15,65.90244710445404,energy_reserve
S008,C,16,64.63752210140228,energy_reserve
S008,C,17,63.31052482128143,energy_reserve
S008,C,18,61.916470527648926,energy_reserve
S008,C,19,60.44977784156799,energy_reserve
S008,C,20,58.904165625572205,energy_reserve
S008,C,21,57.272526025772095,energy_reserve
S008,C,22,55.54676413536072,energy_reserve
S008,C,23,53.71760010719299,energy_reserve
S008,C,24,51.774301528930664,energy_reserve
S008,C,25,49.70434486865997,energy_reserve
S008,C,26,47.49294817447662,energy_reserve
S008,C,27,45.12243151664734,energy_reserve
S008,C,28,42.57130444049835,energy_reserve
S008,C,29,39.81291592121124,energy_reserve
S008,C,30,36.813374161720276,energy_reserve
S008,C,31,33.52813184261322,energy_reserve
S008,C,32,29.8960018157959,energy_reserve
S008,C,33,25.827542543411255,energy_reserve
S008,C,34,21.17922067642212,energy_reserve
S008,C,35,15.681818127632141,energy_reserve
S008,C,36,8.63621175289154,energy_reserve
S008,C,37,null,empty_roundtrip_infeasible
S008,C,38,null,empty_roundtrip_infeasible
S008,C,39,null,empty_roundtrip_infeasible
S008,C,40,null,empty_roundtrip_infeasible
S008,C,41,null,empty_roundtrip_infeasible
S008,C,42,null,empty_roundtrip_infeasible
S008,C,43,null,empty_roundtrip_infeasible
S008,C,44,null,empty_roundtrip_infeasible
S008,C,45,null,empty_roundtrip_infeasible
S008,C,46,null,empty_roundtrip_infeasible
S008,C,47,null,empty_roundtrip_infeasible
S008,C,48,null,empty_roundtrip_infeasible
S008,C,49,null,empty_roundtrip_infeasible
S008,C,50,null,empty_roundtrip_infeasible
S008,C,51,null,empty_roundtrip_infeasible
S008,C,52,null,empty_roundtrip_infeasible
S008,C,53,null,empty_roundtrip_infeasible
S008,C,54,null,empty_roundtrip_infeasible
S008,C,55,null,empty_roundtrip_infeasible
S008,C,56,null,empty_roundtrip_infeasible
S008,C,57,null,empty_roundtrip_infeasible
S008,C,58,null,empty_roundtrip_infeasible
S008,C,59,null,empty_roundtrip_infeasible
S008,C,60,null,empty_roundtrip_infeasible
S009,A,0,25,rated_payload
S009,A,1,25,rated_payload
S009,A,2,25,rated_payload
S009,A,3,25,rated_payload
S009,A,4,25,rated_payload
S009,A,5,25,rated_payload
S009,A,6,25,rated_payload
S009,A,7,25,rated_payload
S009,A,8,25,rated_payload
S009,A,9,25,rated_payload
S009,A,10,25,rated_payload
S009,A,11,25,rated_payload
S009,A,12,25,rated_payload
S009,A,13,25,rated_payload
S009,A,14,25,rated_payload
S009,A,15,25,rated_payload
S009,A,16,25,rated_payload
S009,A,17,25,rated_payload
S009,A,18,25,rated_payload
S009,A,19,25,rated_payload
S009,A,20,25,rated_payload
S009,A,21,25,rated_payload
S009,A,22,25,rated_payload
S009,A,23,25,rated_payload
S009,A,24,25,rated_payload
S009,A,25,25,rated_payload
S009,A,26,25,rated_payload
S009,A,27,25,rated_payload
S009,A,28,25,rated_payload
S009,A,29,25,rated_payload
S009,A,30,25,rated_payload
S009,A,31,25,rated_payload
S009,A,32,25,rated_payload
S009,A,33,25,rated_payload
S009,A,34,25,rated_payload
S009,A,35,25,rated_payload
S009,A,36,25,rated_payload
S009,A,37,25,rated_payload
S009,A,38,25,rated_payload
S009,A,39,25,rated_payload
S009,A,40,25,rated_payload
S009,A,41,25,rated_payload
S009,A,42,25,rated_payload
S009,A,43,25,rated_payload
S009,A,44,25,rated_payload
S009,A,45,25,rated_payload
S009,A,46,25,rated_payload
S009,A,47,24.904777854681015,energy_reserve
S009,A,48,22.49642312526703,energy_reserve
S009,A,49,19.77308541536331,energy_reserve
S009,A,50,16.637302935123444,energy_reserve
S009,A,51,12.918446958065033,energy_reserve
S009,A,52,8.23419988155365,energy_reserve
S009,A,53,0.3242388367652893,energy_reserve
S009,A,54,null,empty_roundtrip_infeasible
S009,A,55,null,empty_roundtrip_infeasible
S009,A,56,null,empty_roundtrip_infeasible
S009,A,57,null,empty_roundtrip_infeasible
S009,A,58,null,empty_roundtrip_infeasible
S009,A,59,null,empty_roundtrip_infeasible
S009,A,60,null,empty_roundtrip_infeasible
S009,B,0,30,rated_payload
S009,B,1,30,rated_payload
S009,B,2,30,rated_payload
S009,B,3,30,rated_payload
S009,B,4,30,rated_payload
S009,B,5,30,rated_payload
S009,B,6,30,rated_payload
S009,B,7,30,rated_payload
S009,B,8,30,rated_payload
S009,B,9,30,rated_payload
S009,B,10,30,rated_payload
S009,B,11,30,rated_payload
S009,B,12,30,rated_payload
S009,B,13,30,rated_payload
S009,B,14,30,rated_payload
S009,B,15,30,rated_payload
S009,B,16,30,rated_payload
S009,B,17,30,rated_payload
S009,B,18,30,rated_payload
S009,B,19,30,rated_payload
S009,B,20,30,rated_payload
S009,B,21,30,rated_payload
S009,B,22,30,rated_payload
S009,B,23,30,rated_payload
S009,B,24,30,rated_payload
S009,B,25,30,rated_payload
S009,B,26,30,rated_payload
S009,B,27,30,rated_payload
S009,B,28,30,rated_payload
S009,B,29,30,rated_payload
S009,B,30,30,rated_payload
S009,B,31,30,rated_payload
S009,B,32,30,rated_payload
S009,B,33,30,rated_payload
