partition_id,policy,identity,K,workload_cv,relay_sorties_executed,total_energy_kwh,partition,total_U_A,total_U_B,total_U_C,total_B_A,total_B_B,total_B_C,total_R,total_RE,gap_U_A,gap_U_B,gap_U_C,gap_B_A,gap_B_B,gap_B_C,gap_R,gap_RE
clone-3-0026-minimum,clone,minimum,3,1.1955190050274231,5,67.58743663533545,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S011,S012,S013,S015 / S004 / S014",4,3,3,6,5,4,4,5,0,1,1,0,1,0,2,0
clone-3-0027-minimum,clone,minimum,3,1.0969111099432747,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004,S012 / S014",4,4,3,6,5,4,4,5,0,2,1,0,1,0,2,0
clone-3-0028-minimum,clone,minimum,3,1.192718567504723,5,67.87597671959443,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S014,S015 / S004 / S012",4,3,3,6,4,4,4,5,0,1,1,0,0,0,2,0
clone-3-0029-minimum,clone,minimum,3,1.09670686694555,6,68.30278835384843,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004,S014 / S012",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0030-minimum,clone,minimum,3,1.09552352831278,6,68.30278835384843,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S011,S013,S015 / S004 / S012,S014",4,3,3,6,5,4,5,6,0,1,1,0,1,0,3,0
clone-3-0031-minimum,clone,minimum,3,1.1154876215879663,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004,S010 / S014",4,4,3,6,6,4,5,5,0,2,1,0,2,0,3,0
clone-3-0032-minimum,clone,minimum,3,1.019903290426144,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010,S012 / S014",4,4,3,6,6,4,5,5,0,2,1,0,2,0,3,0
clone-3-0033-minimum,clone,minimum,3,1.112621845750428,6,68.30278835384843,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004,S010 / S012",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0034-minimum,clone,minimum,3,1.0195351111532456,5,67.87597671959443,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010,S014 / S012",4,5,3,6,6,4,5,5,0,3,1,0,2,0,3,0
clone-3-0035-minimum,clone,minimum,3,1.0130101883527804,6,68.30278835384841,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S010 / S012,S014",4,4,3,6,6,4,6,6,0,2,1,0,2,0,4,0
clone-3-0036-minimum,clone,minimum,3,1.2121458789707686,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S014,S015 / S004 / S010",4,3,3,6,5,4,4,5,0,1,1,0,1,0,2,0
clone-3-0037-minimum,clone,minimum,3,1.116676300426328,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004,S014 / S010",4,4,3,6,6,4,5,5,0,2,1,0,2,0,3,0
clone-3-0038-minimum,clone,minimum,3,1.1143840299951344,4,67.16062500108146,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S012,S013,S015 / S004 / S010,S014",4,4,3,6,6,4,4,4,0,2,1,0,2,0,2,0
clone-3-0039-minimum,clone,minimum,3,1.1140146896564713,5,67.58743663533545,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004,S012 / S010",4,4,3,6,5,4,4,5,0,2,1,0,1,0,2,0
clone-3-0040-minimum,clone,minimum,3,1.0222882385660945,5,67.58743663533544,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S012,S014 / S010",4,4,3,6,6,4,5,5,0,2,1,0,2,0,3,0
clone-3-0041-minimum,clone,minimum,3,1.0132970720025096,4,67.16062500108146,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S012 / S010,S014",4,5,3,6,6,4,4,4,0,3,1,0,2,0,2,0
clone-3-0042-minimum,clone,minimum,3,1.1116516324234222,6,68.30278835384843,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S014,S015 / S004 / S010,S012",4,3,3,6,5,4,5,6,0,1,1,0,1,0,3,0
clone-3-0043-minimum,clone,minimum,3,1.0132254304219512,6,68.30278835384841,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004,S014 / S010,S012",4,4,3,6,6,4,6,6,0,2,1,0,2,0,4,0
clone-3-0044-minimum,clone,minimum,3,1.0172018836908383,5,67.87597671959443,"S001,S002,S003,S005,S006,S007,S008,S009,S011,S013,S015 / S004 / S010,S012,S014",4,4,3,6,6,4,5,5,0,2,1,0,2,0,3,0
clone-3-0045-minimum,clone,minimum,3,1.0012743391200223,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004,S008 / S014",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0046-minimum,clone,minimum,3,0.9115935836380782,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008,S012 / S014",4,4,3,6,6,4,5,6,0,2,1,0,2,0,3,0
clone-3-0047-minimum,clone,minimum,3,0.9983058037360119,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004,S008 / S012",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0048-minimum,clone,minimum,3,0.9109349839119381,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008,S014 / S012",4,4,3,6,5,4,5,7,0,2,1,0,1,0,3,1
clone-3-0049-minimum,clone,minimum,3,0.894823192475857,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S008 / S012,S014",4,4,3,6,6,4,6,7,0,2,1,0,2,0,4,1
clone-3-0050-minimum,clone,minimum,3,0.9282707477842316,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008,S010 / S014",4,5,3,6,5,4,5,6,0,3,1,0,1,0,3,0
clone-3-0051-minimum,clone,minimum,3,0.8438488827465752,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010,S012 / S014",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0052-minimum,clone,minimum,3,0.9252316491673941,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008,S010 / S012",4,5,3,6,5,4,5,7,0,3,1,0,1,0,3,1
clone-3-0053-minimum,clone,minimum,3,0.842957752358219,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010,S014 / S012",4,4,3,6,4,4,5,6,0,2,1,0,0,0,3,0
clone-3-0054-minimum,clone,minimum,3,0.8190334076762553,7,69.50992920325531,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S010 / S012,S014",4,4,3,6,5,4,6,7,0,2,1,0,1,0,4,1
clone-3-0055-minimum,clone,minimum,3,1.018885205869483,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004,S008 / S010",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0056-minimum,clone,minimum,3,0.9320917804456519,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008,S014 / S010",4,5,3,6,5,4,5,6,0,3,1,0,1,0,3,0
clone-3-0057-minimum,clone,minimum,3,0.9149759807477981,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S008 / S010,S014",4,6,3,6,6,4,5,5,0,4,1,0,2,0,3,0
clone-3-0058-minimum,clone,minimum,3,0.9297109375601297,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008,S012 / S010",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0059-minimum,clone,minimum,3,0.849356602238266,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S012,S014 / S010",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0060-minimum,clone,minimum,3,0.8225597260872347,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S012 / S010,S014",4,5,3,6,6,4,5,5,0,3,1,0,2,0,3,0
clone-3-0061-minimum,clone,minimum,3,0.912058614679378,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S008 / S010,S012",4,5,3,6,6,4,6,7,0,3,1,0,2,0,4,1
clone-3-0062-minimum,clone,minimum,3,0.8220140108304648,7,69.50992920325531,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008,S014 / S010,S012",4,4,3,6,5,4,6,7,0,2,1,0,1,0,4,1
clone-3-0063-minimum,clone,minimum,3,0.8107287370808515,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S008 / S010,S012,S014",4,5,3,6,6,4,6,6,0,3,1,0,2,0,4,0
clone-3-0064-minimum,clone,minimum,3,1.0918881269777314,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S014,S015 / S004 / S008",4,4,3,6,6,4,4,5,0,2,1,0,2,0,2,0
clone-3-0065-minimum,clone,minimum,3,0.9928342297771493,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004,S014 / S008",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0066-minimum,clone,minimum,3,0.9982171167365267,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S012,S013,S015 / S004 / S008,S014",4,4,3,6,5,4,4,6,0,2,1,0,1,0,2,0
clone-3-0067-minimum,clone,minimum,3,0.9900666717557032,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004,S012 / S008",4,5,3,6,6,4,4,5,0,3,1,0,2,0,2,0
clone-3-0068-minimum,clone,minimum,3,0.8944877452574812,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S012,S014 / S008",4,4,3,6,6,4,5,6,0,2,1,0,2,0,3,0
clone-3-0069-minimum,clone,minimum,3,0.8931057259856396,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S012 / S008,S014",4,4,3,6,5,4,4,6,0,2,1,0,1,0,2,0
clone-3-0070-minimum,clone,minimum,3,0.995617332835543,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S014,S015 / S004 / S008,S012",4,4,3,6,6,4,5,6,0,2,1,0,2,0,3,0
clone-3-0071-minimum,clone,minimum,3,0.8932760448936724,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004,S014 / S008,S012",4,4,3,6,6,4,6,7,0,2,1,0,2,0,4,1
clone-3-0072-minimum,clone,minimum,3,0.9065582108533112,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S010,S011,S013,S015 / S004 / S008,S012,S014",4,3,3,6,5,4,5,7,0,1,1,0,1,0,3,1
clone-3-0073-minimum,clone,minimum,3,1.0092785752005213,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004,S010 / S008",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0074-minimum,clone,minimum,3,0.9129509673795234,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S010,S014 / S008",4,6,3,6,6,4,5,5,0,4,1,0,2,0,3,0
clone-3-0075-minimum,clone,minimum,3,0.9129781064837883,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S010 / S008,S014",4,5,3,6,5,4,5,6,0,3,1,0,1,0,3,0
clone-3-0076-minimum,clone,minimum,3,0.9102732398659983,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S010,S012 / S008",4,5,3,6,6,4,5,6,0,3,1,0,2,0,3,0
clone-3-0077-minimum,clone,minimum,3,0.8184190757849579,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S012,S014 / S008",4,5,3,6,6,4,5,5,0,3,1,0,2,0,3,0
clone-3-0078-minimum,clone,minimum,3,0.8103525434847142,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S012 / S008,S014",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0079-minimum,clone,minimum,3,0.9103012314898026,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S010 / S008,S012",4,5,3,6,6,4,6,7,0,3,1,0,2,0,4,1
clone-3-0080-minimum,clone,minimum,3,0.8103534114744871,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010,S014 / S008,S012",4,5,3,6,6,4,6,6,0,3,1,0,2,0,4,0
clone-3-0081-minimum,clone,minimum,3,0.8184804814556854,7,69.50992920325531,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S010 / S008,S012,S014",4,4,3,6,5,4,6,7,0,2,1,0,1,0,4,1
clone-3-0082-minimum,clone,minimum,3,1.0136858451910287,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S014,S015 / S004 / S008,S010",4,4,3,6,5,4,4,6,0,2,1,0,1,0,2,0
clone-3-0083-minimum,clone,minimum,3,0.9119907724160263,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004,S014 / S008,S010",4,5,3,6,5,4,5,6,0,3,1,0,1,0,3,0
clone-3-0084-minimum,clone,minimum,3,0.9236410685702876,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S012,S013,S015 / S004 / S008,S010,S014",4,4,3,6,4,4,4,5,0,2,1,0,0,0,2,0
clone-3-0085-minimum,clone,minimum,3,0.9091436759459761,6,68.79457748474235,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004,S012 / S008,S010",4,5,3,6,5,4,4,6,0,3,1,0,1,0,2,0
clone-3-0086-minimum,clone,minimum,3,0.8106087747218399,6,68.79457748474233,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S012,S014 / S008,S010",4,4,3,6,5,4,5,6,0,2,1,0,1,0,3,0
clone-3-0087-minimum,clone,minimum,3,0.8156495247823355,5,68.36776585048835,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S012 / S008,S010,S014",4,4,3,6,4,4,4,5,0,2,1,0,0,0,2,0
clone-3-0088-minimum,clone,minimum,3,0.9211595847187077,7,69.50992920325533,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S014,S015 / S004 / S008,S010,S012",4,4,3,6,5,4,5,7,0,2,1,0,1,0,3,1
clone-3-0089-minimum,clone,minimum,3,0.8160215987990436,7,69.50992920325531,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004,S014 / S008,S010,S012",4,4,3,6,5,4,6,7,0,2,1,0,1,0,4,1
clone-3-0090-minimum,clone,minimum,3,0.8369378694026844,6,69.08311756900133,"S001,S002,S003,S005,S006,S007,S009,S011,S013,S015 / S004 / S008,S010,S012,S014",4,3,3,6,4,4,5,6,0,1,1,0,0,0,3,0
clone-3-0091-minimum,clone,minimum,3,0.6176044894002095,5,68.07922576622936,"S001,S002,S004,S008,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015 / S014",5,4,4,6,5,6,4,5,1,2,2,0,1,2,2,0
clone-3-0092-minimum,clone,minimum,3,0.6091945764521245,6,68.79457748474233,"S001,S002,S004,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015 / S014",5,5,4,6,5,6,5,6,1,3,2,0,1,2,3,0
clone-3-0093-minimum,clone,minimum,3,0.6145932251008303,5,68.36776585048835,"S001,S002,S004,S008,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015 / S012",5,4,4,6,4,6,4,5,1,2,2,0,0,2,2,0
clone-3-0094-minimum,clone,minimum,3,0.6063764208339846,6,68.79457748474233,"S001,S002,S004,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015 / S012",5,5,4,6,5,6,4,6,1,3,2,0,1,2,2,0
clone-3-0095-minimum,clone,minimum,3,0.5101064913236231,6,68.79457748474235,"S001,S002,S004,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S015 / S012,S014",5,4,4,6,5,6,5,6,1,2,2,0,1,2,3,0
clone-3-0096-minimum,clone,minimum,3,0.6090920573245513,5,68.07922576622936,"S001,S002,S004,S008,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015 / S014",5,4,4,6,6,6,4,5,1,2,2,0,2,2,2,0
clone-3-0097-minimum,clone,minimum,3,0.6185609566713005,6,68.79457748474233,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S015 / S014",5,5,4,6,6,6,5,6,1,3,2,0,2,2,3,0
clone-3-0098-minimum,clone,minimum,3,0.6062883053009951,6,68.79457748474233,"S001,S002,S004,S008,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S015 / S012",5,4,4,6,5,6,4,6,1,2,2,0,1,2,2,0
clone-3-0099-minimum,clone,minimum,3,0.6155397152471258,5,68.36776585048835,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S014,S015 / S012",5,5,4,6,6,6,4,5,1,3,2,0,2,2,2,0
clone-3-0100-minimum,clone,minimum,3,0.5106244799698635,6,68.79457748474233,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S015 / S012,S014",5,4,4,6,6,6,5,6,1,2,2,0,2,2,3,0
clone-3-0101-minimum,clone,minimum,3,0.6354786453801797,5,68.07922576622936,"S001,S002,S004,S008,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015 / S010",5,4,4,6,5,6,4,5,1,2,2,0,1,2,2,0
clone-3-0102-minimum,clone,minimum,3,0.625524258067447,5,68.07922576622936,"S001,S002,S004,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015 / S010",5,5,4,6,6,6,4,5,1,3,2,0,2,2,2,0
clone-3-0103-minimum,clone,minimum,3,0.5303553746978549,4,67.65241413197538,"S001,S002,S004,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S015 / S010,S014",5,5,4,6,6,6,4,4,1,3,2,0,2,2,2,0
clone-3-0104-minimum,clone,minimum,3,0.625538680270835,6,68.79457748474233,"S001,S002,S004,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015 / S010",5,5,4,6,5,6,5,6,1,3,2,0,1,2,3,0
clone-3-0105-minimum,clone,minimum,3,0.6364921956502925,6,68.79457748474233,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015 / S010",5,5,4,6,6,6,5,6,1,3,2,0,2,2,3,0
clone-3-0106-minimum,clone,minimum,3,0.5309712310546844,5,68.36776585048835,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S015 / S010,S014",5,6,4,6,6,6,5,5,1,4,2,0,2,2,3,0
clone-3-0107-minimum,clone,minimum,3,0.5274201798909025,6,68.79457748474233,"S001,S002,S004,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S015 / S010,S012",5,4,4,6,5,6,5,6,1,2,2,0,1,2,3,0
clone-3-0108-minimum,clone,minimum,3,0.5280223743449031,6,68.79457748474233,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S014,S015 / S010,S012",5,5,4,6,6,6,5,6,1,3,2,0,2,2,3,0
clone-3-0109-minimum,clone,minimum,3,0.4266051415594708,5,68.36776585048835,"S001,S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S015 / S010,S012,S014",5,5,4,6,6,6,5,5,1,3,2,0,2,2,3,0
clone-3-0110-minimum,clone,minimum,3,0.6230663588820063,5,68.07922576622936,"S001,S002,S004,S009,S010,S012,S013 / S003,S005,S006,S007,S008,S011,S015 / S014",5,4,4,6,6,6,4,5,1,2,2,0,2,2,2,0
clone-3-0111-minimum,clone,minimum,3,0.6575702867652403,6,68.79457748474233,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S012,S015 / S014",5,4,4,6,6,6,5,6,1,2,2,0,2,2,3,0
clone-3-0112-minimum,clone,minimum,3,0.620687925037241,5,68.36776585048835,"S001,S002,S004,S009,S010,S013,S014 / S003,S005,S006,S007,S008,S011,S015 / S012",5,5,4,6,6,6,4,5,1,3,2,0,2,2,2,0
clone-3-0113-minimum,clone,minimum,3,0.6543857639781463,6,68.79457748474233,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S014,S015 / S012",5,4,4,6,5,6,4,6,1,2,2,0,1,2,2,0
clone-3-0114-minimum,clone,minimum,3,0.5424363083727064,6,68.79457748474233,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S015 / S012,S014",5,4,4,6,6,6,5,6,1,2,2,0,2,2,3,0
clone-3-0115-minimum,clone,minimum,3,0.6495066227656828,5,68.07922576622936,"S001,S002,S004,S009,S012,S013 / S003,S005,S006,S007,S008,S010,S011,S015 / S014",5,4,4,6,5,6,4,5,1,2,2,0,1,2,2,0
clone-3-0116-minimum,clone,minimum,3,0.6985611237775777,6,68.79457748474233,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S012,S015 / S014",5,3,4,6,5,6,5,6,1,1,2,0,1,2,3,0
clone-3-0117-minimum,clone,minimum,3,0.6474592756068828,6,68.79457748474233,"S001,S002,S004,S009,S013,S014 / S003,S005,S006,S007,S008,S010,S011,S015 / S012",5,4,4,6,5,6,4,6,1,2,2,0,1,2,2,0
clone-3-0118-minimum,clone,minimum,3,0.6953465624260915,5,68.36776585048835,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S014,S015 / S012",5,3,4,6,4,6,4,5,1,1,2,0,0,2,2,0
clone-3-0119-minimum,clone,minimum,3,0.5821127143195265,6,68.79457748474233,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S015 / S012,S014",5,3,4,6,5,6,5,6,1,1,2,0,1,2,3,0
clone-3-0120-minimum,clone,minimum,3,0.6373023701609936,5,68.07922576622936,"S001,S002,S004,S009,S012,S013,S014 / S003,S005,S006,S007,S008,S011,S015 / S010",5,4,4,6,6,6,4,5,1,2,2,0,2,2,2,0
clone-3-0121-minimum,clone,minimum,3,0.6682824972390452,5,68.07922576622934,"S001,S002,S004,S009,S012,S013 / S003,S005,S006,S007,S008,S011,S014,S015 / S010",5,4,4,6,5,6,4,5,1,2,2,0,1,2,2,0
clone-3-0122-minimum,clone,minimum,3,0.5568643227508924,4,67.65241413197538,"S001,S002,S004,S009,S012,S013 / S003,S005,S006,S007,S008,S011,S015 / S010,S014",5,5,4,6,6,6,4,4,1,3,2,0,2,2,2,0
clone-3-0123-minimum,clone,minimum,3,0.6694207276505703,6,68.79457748474233,"S001,S002,S004,S009,S013,S014 / S003,S005,S006,S007,S008,S011,S012,S015 / S010",5,4,4,6,6,6,5,6,1,2,2,0,2,2,3,0
clone-3-0124-minimum,clone,minimum,3,0.7175984125007552,6,68.79457748474233,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S011,S012,S014,S015 / S010",5,3,4,6,5,6,5,6,1,1,2,0,1,2,3,0
clone-3-0125-minimum,clone,minimum,3,0.6043639354762033,5,68.36776585048835,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S011,S012,S015 / S010,S014",5,4,4,6,6,6,5,5,1,2,2,0,2,2,3,0
clone-3-0126-minimum,clone,minimum,3,0.5547480350051439,6,68.79457748474233,"S001,S002,S004,S009,S013,S014 / S003,S005,S006,S007,S008,S011,S015 / S010,S012",5,4,4,6,6,6,5,6,1,2,2,0,2,2,3,0
clone-3-0127-minimum,clone,minimum,3,0.6011494493063918,6,68.79457748474233,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S011,S014,S015 / S010,S012",5,3,4,6,5,6,5,6,1,1,2,0,1,2,3,0
clone-3-0128-minimum,clone,minimum,3,0.4879191851056985,5,68.36776585048835,"S001,S002,S004,S009,S013 / S003,S005,S006,S007,S008,S011,S015 / S010,S012,S014",5,4,4,6,6,6,5,5,1,2,2,0,2,2,3,0
clone-3-0129-minimum,clone,minimum,3,0.5062070734082382,5,68.85955498138227,"S001,S002,S004,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S011,S015 / S008",5,5,4,6,6,6,4,5,1,3,2,0,2,2,2,0
clone-3-0130-minimum,clone,minimum,3,0.5094358525068376,6,69.28636661563625,"S001,S002,S004,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S014,S015 / S008",5,5,4,6,6,6,4,6,1,3,2,0,2,2,2,0
clone-3-0131-minimum,clone,minimum,3,0.40663609261067024,6,69.28636661563625,"S001,S002,S004,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015 / S008,S014",5,4,4,6,5,6,4,6,1,2,2,0,1,2,2,0
clone-3-0132-minimum,clone,minimum,3,0.5098944682688495,6,69.57490669989525,"S001,S002,S004,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S012,S015 / S008",5,6,4,6,6,6,5,6,1,4,2,0,2,2,3,0
clone-3-0133-minimum,clone,minimum,3,0.5381894102768635,7,70.00171833414923,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S014,S015 / S008",5,5,4,6,6,6,5,7,1,3,2,0,2,2,3,1
clone-3-0134-minimum,clone,minimum,3,0.42695172136014164,7,70.00171833414923,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015 / S008,S014",5,5,4,6,5,6,5,7,1,3,2,0,1,2,3,1
clone-3-0135-minimum,clone,minimum,3,0.40391460760194897,6,69.57490669989525,"S001,S002,S004,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015 / S008,S012",5,5,4,6,6,6,5,6,1,3,2,0,2,2,3,0
clone-3-0136-minimum,clone,minimum,3,0.42380937913305616,7,70.00171833414923,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015 / S008,S012",5,5,4,6,6,6,5,7,1,3,2,0,2,2,3,1
clone-3-0137-minimum,clone,minimum,3,0.3140549423134858,7,70.00171833414923,"S001,S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S015 / S008,S012,S014",5,4,4,6,5,6,5,7,1,2,2,0,1,2,3,1
clone-3-0138-minimum,clone,minimum,3,0.5071292223159022,6,69.28636661563625,"S001,S002,S004,S009,S012,S013,S014 / S003,S005,S006,S007,S010,S011,S015 / S008",5,4,4,6,6,6,4,6,1,2,2,0,2,2,2,0
clone-3-0139-minimum,clone,minimum,3,0.5308440781206221,5,68.85955498138226,"S001,S002,S004,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S014,S015 / S008",5,5,4,6,6,6,4,5,1,3,2,0,2,2,2,0
clone-3-0140-minimum,clone,minimum,3,0.42066068157239866,6,69.28636661563624,"S001,S002,S004,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015 / S008,S014",5,4,4,6,5,6,4,6,1,2,2,0,1,2,2,0
