service_id,model,rated_payload_kg,full_load_maximum_reserve_percent,empty_roundtrip_maximum_reserve_percent,samples
S009,A,25,46.95802637733637,53.01125594456828,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":16.637302935123444,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S009,B,30,42.08964956100269,57.84141262727389,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":27.615114748477936,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":21.99093997478485,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S009,C,80,29.129841639780864,55.35682925068735,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":79.15210485458374,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":73.490149974823,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":65.99483489990234,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":55.527599453926086,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":39.52642261981964,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S010,A,25,53.98378304403022,59.41571102836094,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S010,B,30,49.723989691136374,63.41387431401636,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":29.757502377033234,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":14.806789755821228,""limiting_factor"":""energy_reserve""}]"
S010,C,80,39.26428841731292,61.89903797516555,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":79.15306448936462,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":72.30558156967163,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":62.72213399410248,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":22.226489782333374,""limiting_factor"":""energy_reserve""}]"
S011,A,25,72.89786415854222,76.05837972585877,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""}]"
S011,B,30,70.40193492918618,78.39940089292902,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""}]"
S011,C,80,64.33487161380465,77.56968558411732,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""}]"
S012,A,25,30.412876553039325,38.404322999070615,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":15.040323138237,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S012,B,30,24.021361555099396,44.62947190172637,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":29.429398477077484,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":25.980312824249268,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":21.24633640050888,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":14.135173559188843,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S012,C,80,7.513696310507056,41.75962014494316,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":78.08637082576752,""limiting_factor"":""energy_reserve""},{""reserve_percent"":15,""safe_payload_kg"":73.62891912460327,""limiting_factor"":""energy_reserve""},{""reserve_percent"":20,""safe_payload_kg"":68.1097400188446,""limiting_factor"":""energy_reserve""},{""reserve_percent"":25,""safe_payload_kg"":61.076470613479614,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":51.74450397491455,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":38.52992236614227,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":16.669130325317383,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S013,A,25,53.90633119997956,59.32649717547449,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S013,B,30,49.63925894908444,63.39943912276027,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":29.685247242450714,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":14.796892404556274,""limiting_factor"":""energy_reserve""}]"
S013,C,80,38.85357461324812,61.64144932700343,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":78.68015766143799,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":71.74977898597717,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":62.03270614147186,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":20.3175288438797,""limiting_factor"":""energy_reserve""}]"
S014,A,25,46.09806154469891,52.49340195226717,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":13.866068422794342,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S014,B,30,41.11948655492576,56.95343718935123,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":26.60064071416855,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":20.29710352420807,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S014,C,80,29.905166738900412,55.980046247751346,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":79.90587890148163,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":74.2444097995758,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":66.7605721950531,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":56.373342871665955,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":40.796456933021545,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S015,A,25,41.79234960819343,48.73556913919235,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":17.188909649848938,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S015,B,30,36.38680183551828,53.744550130602505,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":27.19721406698227,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":21.89254492521286,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":13.473422527313232,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S015,C,80,23.334187278518737,51.98129937546291,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":78.45135569572449,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":73.00386071205139,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":65.93490183353424,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":56.35968863964081,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":42.499417662620544,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":19.304014444351196,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
