start,end,drone_type,climb_speed_m_s,cruise_speed_m_s,descent_speed_m_s,climb_time_s,horizontal_time_s,descent_time_s,flight_time_s
S006,S007,C,2.5,15,2,110.22453125,167.16359309166657,120.9306640625,398.3187884041666
S006,S008,A,3,12,2.5,84.34736735026041,671.7857652956391,118.77684082031251,874.9099734662119
S006,S008,B,3,15,2.5,84.34736735026041,537.4286122365113,118.77684082031251,740.5528204070841
S006,S008,C,2.5,15,2,101.2168408203125,537.4286122365113,148.47105102539064,787.1165040822145
S006,S009,A,3,12,2.5,25.42376302083333,639.1438712557763,64.428515625,728.9961499016097
S006,S009,B,3,15,2.5,25.42376302083333,511.315097004621,64.428515625,601.1673756504543
S006,S009,C,2.5,15,2,30.508515624999994,511.315097004621,80.53564453125,622.359257160871
S006,S010,A,3,12,2.5,39.47425944010416,660.1313504385208,32.64911132812499,732.25472120675
S006,S010,B,3,15,2.5,39.47425944010416,528.1050803508166,32.64911132812499,600.2284511190458
S006,S010,C,2.5,15,2,47.369111328124994,528.1050803508166,40.81138916015624,616.2855808390977
S006,S011,A,3,12,2.5,28.555863444010413,284.15223825956247,75.3470361328125,388.05513783638537
S006,S011,B,3,15,2.5,28.555863444010413,227.32179060764994,75.3470361328125,331.2246901844729
S006,S011,C,2.5,15,2,34.26703613281249,227.32179060764994,94.18379516601563,355.77262190647804
S006,S012,A,3,12,2.5,40.1830098470052,832.5837840622384,62.21961181640624,934.9864057256498
S006,S012,B,3,15,2.5,40.1830098470052,666.0670272497906,62.21961181640624,768.469648913202
S006,S012,C,2.5,15,2,48.21961181640624,666.0670272497906,77.7745147705078,792.0611538367046
S006,S013,A,3,12,2.5,26.45697631835937,648.6038511320786,16.988371582031256,692.0491990324692
S006,S013,B,3,15,2.5,26.45697631835937,518.8830809056628,16.988371582031256,562.3284288060535
S006,S013,C,2.5,15,2,31.748371582031247,518.8830809056628,21.235464477539068,571.8669169652331
S006,S014,A,3,12,2.5,97.28736979166666,716.3881090279482,102.26484375,915.9403225696149
S006,S014,B,3,15,2.5,97.28736979166666,573.1104872223585,102.26484375,772.6627007640252
S006,S014,C,2.5,15,2,116.74484375,573.1104872223585,127.8310546875,817.6863856598585
S006,S015,A,3,12,2.5,112.15337727864583,390.3722909403393,70.704052734375,573.2297209533601
S006,S015,B,3,15,2.5,112.15337727864583,312.29783275227146,70.704052734375,495.1552627652923
S006,S015,C,2.5,15,2,134.584052734375,312.29783275227146,88.38006591796875,535.2619514046153
S007,O01,A,3,12,2.5,54.491058349609375,377.8931145767503,153.70927001953126,586.093442945891
S007,O01,B,3,15,2.5,54.491058349609375,302.3144916614002,153.70927001953126,510.5148200305408
S007,O01,C,2.5,15,2,65.38927001953125,302.3144916614002,192.13658752441407,559.8403492053455
S007,S001,A,3,12,2.5,30.225118001302082,432.3963255050747,102.0701416015625,564.6915851079392
S007,S001,B,3,15,2.5,30.225118001302082,345.9170604040598,102.0701416015625,478.21232000692436
S007,S001,C,2.5,15,2,36.2701416015625,345.9170604040598,127.58767700195312,509.7748790075754
S007,S002,A,3,12,2.5,42.07605997721354,676.6645768869182,102.09127197265624,820.831908836788
S007,S002,B,3,15,2.5,42.07605997721354,541.3316615095346,102.09127197265624,685.4989934594043
S007,S002,C,2.5,15,2,50.49127197265625,541.3316615095346,127.61408996582031,719.4370234480111
S007,S003,A,3,12,2.5,20.733113606770832,227.89069376419897,28.879736328125,277.5035436990948
S007,S003,B,3,15,2.5,20.733113606770832,182.31255501135917,28.879736328125,231.92540494625501
S007,S003,C,2.5,15,2,24.879736328125,182.31255501135917,36.09967041015625,243.29196174964042
S007,S004,A,3,12,2.5,81.57899983723958,591.4507696207232,145.9747998046875,819.0045692626504
S007,S004,B,3,15,2.5,81.57899983723958,473.16061569657853,145.9747998046875,700.7144153385057
S007,S004,C,2.5,15,2,97.8947998046875,473.16061569657853,182.46849975585937,753.5239152571254
S007,S005,A,3,12,2.5,56.2159423828125,390.7228535692349,128.859130859375,575.7979268114225
S007,S005,B,3,15,2.5,56.2159423828125,312.57828285538795,128.859130859375,497.65335609757545
S007,S005,C,2.5,15,2,67.459130859375,312.57828285538795,161.07391357421875,541.1113272889817
S007,S006,A,3,12,2.5,80.62044270833333,208.95449136458322,110.22453125,399.79946532291655
S007,S006,B,3,15,2.5,80.62044270833333,167.16359309166657,110.22453125,358.0085670499999
S007,S006,C,2.5,15,2,96.74453125,167.16359309166657,137.7806640625,401.68878840416653
S007,S008,A,3,12,2.5,102.74650065104167,492.64098124687445,154.33580078125001,749.7232826791661
S007,S008,B,3,15,2.5,102.74650065104167,394.11278499749955,154.33580078125001,651.1950864297912
S007,S008,C,2.5,15,2,123.29580078125,394.11278499749955,192.9197509765625,710.328336755312
S007,S009,A,3,12,2.5,39.956939697265625,575.7612486706058,95.34832763671875,711.0665160045902
S007,S009,B,3,15,2.5,39.956939697265625,460.6089989364847,95.34832763671875,595.914266270469
S007,S009,C,2.5,15,2,47.94832763671875,460.6089989364847,119.18540954589844,627.7427361191019
S007,S010,A,3,12,2.5,29.48321533203125,716.746088666032,34.13985839843749,780.3691623965008
S007,S010,B,3,15,2.5,29.48321533203125,573.3968709328257,34.13985839843749,637.0199446632944
S007,S010,C,2.5,15,2,35.3798583984375,573.3968709328257,42.674822998046864,651.4515523293101
S007,S011,A,3,12,2.5,30.225118001302082,236.2072585341222,90.8301416015625,357.2625181369868
S007,S011,B,3,15,2.5,30.225118001302082,188.96580682729777,90.8301416015625,310.02106643016236
S007,S011,C,2.5,15,2,36.2701416015625,188.96580682729777,113.53767700195313,338.7736254308134
S007,S012,A,3,12,2.5,36.38787841796875,805.4518025287098,71.14545410156249,912.985135048241
S007,S012,B,3,15,2.5,36.38787841796875,644.3614420229678,71.14545410156249,751.894774542499
S007,S012,C,2.5,15,2,43.6654541015625,644.3614420229678,88.93181762695312,776.9587137514835
S007,S013,A,3,12,2.5,28.012705485026043,671.356633214911,32.33524658203125,731.7045852819682
S007,S013,B,3,15,2.5,28.012705485026043,537.0853065719288,32.33524658203125,597.433258638986
S007,S013,C,2.5,15,2,33.61524658203125,537.0853065719288,40.41905822753907,611.119611381499
S007,S014,A,3,12,2.5,77.45192464192708,807.053393283741,91.9423095703125,976.4476274959807
S007,S014,B,3,15,2.5,77.45192464192708,645.6427146269928,91.9423095703125,815.0369488392324
S007,S014,C,2.5,15,2,92.9423095703125,645.6427146269928,114.92788696289062,853.5129111601959
S007,S015,A,3,12,2.5,51.472737630208336,184.94591464510108,11.36728515625,247.78593743155943
S007,S015,B,3,15,2.5,51.472737630208336,147.95673171608087,11.36728515625,210.79675450253922
S007,S015,C,2.5,15,2,61.76728515625,147.95673171608087,14.2091064453125,223.93312331764338
S008,O01,A,3,12,2.5,34.00311075846355,673.2592040657063,98.08373291015626,805.3460477343261
S008,O01,B,3,15,2.5,34.00311075846355,538.607363252565,98.08373291015626,670.6942069211849
S008,O01,C,2.5,15,2,40.803732910156256,538.607363252565,122.60466613769532,702.0157623004166
S008,S001,A,3,12,2.5,31.962390136718756,497.39683359026543,73.1148681640625,602.4740918910467
S008,S001,B,3,15,2.5,31.962390136718756,397.91746687221234,73.1148681640625,502.9947251729936
S008,S001,C,2.5,15,2,38.35486816406251,397.91746687221234,91.39358520507812,527.665920241353
S008,S002,A,3,12,2.5,36.9808329264323,400.3840784376719,64.93699951171875,502.30191087582295
S008,S002,B,3,15,2.5,36.9808329264323,320.30726275013757,64.93699951171875,422.2250951882886
S008,S002,C,2.5,15,2,44.37699951171876,320.30726275013757,81.17124938964844,445.85551165150474
S008,S003,A,3,12,2.5,175.05957845052083,521.2729755534347,183.031494140625,879.3640481445805
S008,S003,B,3,15,2.5,175.05957845052083,417.01838044274774,183.031494140625,775.1094530338936
S008,S003,C,2.5,15,2,210.07149414062502,417.01838044274774,228.78936767578125,855.879242259154
S008,S004,A,3,12,2.5,38.644498697916674,217.74521179810077,63.41339843749999,319.8031089335174
S008,S004,B,3,15,2.5,38.644498697916674,174.1961694384806,63.41339843749999,276.25406657389726
S008,S004,C,2.5,15,2,46.37339843750001,174.1961694384806,79.266748046875,299.83631592285565
S008,S005,A,3,12,2.5,31.962390136718756,253.3766486696056,68.7148681640625,354.05390697038683
S008,S005,B,3,15,2.5,31.962390136718756,202.70131893568447,68.7148681640625,303.37857723646573
S008,S005,C,2.5,15,2,38.35486816406251,202.70131893568447,85.89358520507812,326.9497723048251
S008,S006,A,3,12,2.5,98.98070068359375,671.7857652956391,101.2168408203125,871.9833067995454
S008,S006,B,3,15,2.5,98.98070068359375,537.4286122365113,101.2168408203125,737.6261537404176
S008,S006,C,2.5,15,2,118.77684082031251,537.4286122365113,126.52105102539062,782.7265040822144
S008,S007,A,3,12,2.5,128.61316731770833,492.64098124687445,123.29580078125,744.5499493458328
S008,S007,B,3,15,2.5,128.61316731770833,394.11278499749955,123.29580078125,646.0217530964579
S008,S007,C,2.5,15,2,154.33580078125001,394.11278499749955,154.1197509765625,702.5683367553121
S008,S009,A,3,12,2.5,39.24012044270834,418.31823129348464,63.44814453125,521.006496267443
S008,S009,B,3,15,2.5,39.24012044270834,334.6545850347877,63.44814453125,437.3428500087461
S008,S009,C,2.5,15,2,47.08814453125001,334.6545850347877,79.3101806640625,461.0529102301002
S008,S010,A,3,12,2.5,66.06343383789063,774.5256252602559,46.99612060546874,887.5851797036153
S008,S010,B,3,15,2.5,66.06343383789063,619.6205002082047,46.99612060546874,732.6800546515641
S008,S010,C,2.5,15,2,79.27612060546876,619.6205002082047,58.745150756835926,757.6417715705095
S008,S011,A,3,12,2.5,47.338834635416674,443.9350447995852,80.3266015625,571.6004809975019
S008,S011,B,3,15,2.5,47.338834635416674,355.1480358396682,80.3266015625,482.81347203758486
S008,S011,C,2.5,15,2,56.806601562500006,355.1480358396682,100.408251953125,512.3628893552932
S008,S012,A,3,12,2.5,29.417732747395842,644.2275940053527,31.741279296874996,705.3866060496234
S008,S012,B,3,15,2.5,29.417732747395842,515.3820752042822,31.741279296874996,576.5410872485529
S008,S012,C,2.5,15,2,35.30127929687501,515.3820752042822,39.676599121093744,590.3599536222509
S008,S013,A,3,12,2.5,38.49103597005209,671.2953929047177,13.869243164062505,723.6556720388322
S008,S013,B,3,15,2.5,38.49103597005209,537.0363143237741,13.869243164062505,589.3965934578887
S008,S013,C,2.5,15,2,46.18924316406251,537.0363143237741,17.33655395507813,600.5621114429148
S008,S014,A,3,12,2.5,107.19741617838542,914.6257368528214,96.5968994140625,1118.4200524452694
S008,S014,B,3,15,2.5,107.19741617838542,731.7005894822572,96.5968994140625,935.4949050747051
S008,S014,C,2.5,15,2,128.6368994140625,731.7005894822572,120.74612426757812,981.0836131638978
S008,S015,A,3,12,2.5,146.51697591145833,327.4443591218759,94.38037109375,568.3417061270842
S008,S015,B,3,15,2.5,146.51697591145833,261.9554872975007,94.38037109375,502.8528343027091
S008,S015,C,2.5,15,2,175.82037109375,261.9554872975007,117.9754638671875,555.7513222584382
S009,O01,A,3,12,2.5,21.076304117838543,475.44195388491744,66.21156494140625,562.7298229441623
S009,O01,B,3,15,2.5,21.076304117838543,380.35356310793395,66.21156494140625,467.6414321671788
S009,O01,C,2.5,15,2,25.29156494140625,380.35356310793395,82.76445617675782,488.409584226098
S009,S001,A,3,12,2.5,21.076304117838543,220.94282722232398,43.69156494140625,285.71069628156874
S009,S001,B,3,15,2.5,21.076304117838543,176.75426177785917,43.69156494140625,241.52213083710396
S009,S001,C,2.5,15,2,25.29156494140625,176.75426177785917,54.61445617675781,256.6602828960232
S009,S002,A,3,12,2.5,32.76221720377604,143.71530318152048,43.51466064453125,219.99218102982775
S009,S002,B,3,15,2.5,32.76221720377604,114.97224254521639,43.51466064453125,191.2491203935237
S009,S002,C,2.5,15,2,39.31466064453125,114.97224254521639,54.39332580566406,208.6802289954117
S009,S003,A,3,12,2.5,121.52937825520833,741.6686652929005,102.43525390625,965.6332974543589
S009,S003,B,3,15,2.5,121.52937825520833,593.3349322343204,102.43525390625,817.2995643957787
S009,S003,C,2.5,15,2,145.83525390625,593.3349322343204,128.0440673828125,867.2142535233829
S009,S004,A,3,12,2.5,31.738596598307293,248.7881953961769,38.76631591796875,319.29310791245297
S009,S004,B,3,15,2.5,31.738596598307293,199.0305563169415,38.76631591796875,269.5354688332175
S009,S004,C,2.5,15,2,38.08631591796875,199.0305563169415,48.45789489746093,285.5747671323712
S009,S005,A,3,12,2.5,44.52106730143229,220.9037079342887,67.42528076171875,332.8500559974397
S009,S005,B,3,15,2.5,44.52106730143229,176.72296634743094,67.42528076171875,288.669314410582
S009,S005,C,2.5,15,2,53.42528076171875,176.72296634743094,84.28160095214844,314.4298480612981
S009,S006,A,3,12,2.5,53.6904296875,639.1438712557763,30.508515624999994,723.3428165682762
S009,S006,B,3,15,2.5,53.6904296875,511.315097004621,30.508515624999994,595.514042317121
S009,S006,C,2.5,15,2,64.428515625,511.315097004621,38.135644531249994,613.879257160871
S009,S007,A,3,12,2.5,79.45693969726562,575.7612486706058,47.94832763671875,703.1665160045902
S009,S007,B,3,15,2.5,79.45693969726562,460.6089989364847,47.94832763671875,588.0142662704691
S009,S007,C,2.5,15,2,95.34832763671875,460.6089989364847,59.93540954589844,615.8927361191019
S009,S008,A,3,12,2.5,52.873453776041664,418.31823129348464,47.08814453125001,518.2798296007763
S009,S008,B,3,15,2.5,52.873453776041664,334.6545850347877,47.08814453125001,434.6161833420794
S009,S008,C,2.5,15,2,63.44814453125,334.6545850347877,58.86018066406251,456.96291023010025
S009,S010,A,3,12,2.5,84.319091796875,380.36213956388605,52.54291015624999,517.224141517011
S009,S010,B,3,15,2.5,84.319091796875,304.2897116511088,52.54291015624999,441.1517136042338
S009,S010,C,2.5,15,2,101.18291015625,304.2897116511088,65.67863769531249,471.1512595026713
S009,S011,A,3,12,2.5,28.555887858072918,360.4867561888609,41.4270654296875,430.46970947662135
S009,S011,B,3,15,2.5,28.555887858072918,288.38940495108875,41.4270654296875,358.3723582388492
S009,S011,C,2.5,15,2,34.2670654296875,288.38940495108875,51.78383178710938,374.4403021678856
S009,S012,A,3,12,2.5,43.639872233072914,247.80983626109932,32.447846679687494,323.8975551738597
S009,S012,B,3,15,2.5,43.639872233072914,198.24786900887946,32.447846679687494,274.33558792163984
S009,S012,C,2.5,15,2,52.3678466796875,198.24786900887946,40.55980834960937,291.1755240381764
S009,S013,A,3,12,2.5,47.43299357096354,267.6150152301511,8.239592285156254,323.2876010862709
S009,S013,B,3,15,2.5,47.43299357096354,214.09201218412088,8.239592285156254,269.7645980402407
S009,S013,C,2.5,15,2,56.91959228515625,214.09201218412088,10.299490356445318,281.3110948257224
S009,S014,A,3,12,2.5,107.59093221028645,526.3059857145478,80.70911865234375,714.606036577178
S009,S014,B,3,15,2.5,107.59093221028645,421.0447885716382,80.70911865234375,609.3448394342684
S009,S014,C,2.5,15,2,129.10911865234374,421.0447885716382,100.88639831542969,651.0403055394116
S009,S015,A,3,12,2.5,117.4422607421875,530.3979193383288,43.130712890625,690.9708929711413
S009,S015,B,3,15,2.5,117.4422607421875,424.3183354706631,43.130712890625,584.8913091034756
S009,S015,C,2.5,15,2,140.930712890625,424.3183354706631,53.91339111328125,619.1624394745693
S010,O01,A,3,12,2.5,28.012178548177076,398.7228755218155,123.17461425781251,549.9096683278051
S010,O01,B,3,15,2.5,28.012178548177076,318.97830041745243,123.17461425781251,470.165093223442
S010,O01,C,2.5,15,2,33.61461425781249,318.97830041745243,153.96826782226563,506.5611824975306
S010,S001,A,3,12,2.5,26.49322713216145,309.1913672388154,98.83187255859374,434.5164669295706
S010,S001,B,3,15,2.5,26.49322713216145,247.35309379105234,98.83187255859374,372.6781934818075
S010,S001,C,2.5,15,2,31.79187255859374,247.35309379105234,123.53984069824219,402.6848070478883
S010,S002,A,3,12,2.5,46.751314290364576,493.0963950909043,108.9415771484375,648.7892865297065
S010,S002,B,3,15,2.5,46.751314290364576,394.47711607272345,108.9415771484375,550.1700075115256
S010,S002,C,2.5,15,2,56.10157714843749,394.47711607272345,136.17697143554688,586.7556646567078
S010,S003,A,3,12,2.5,55.12139078776041,935.5025732695835,71.3856689453125,1062.0096330026565
S010,S003,B,3,15,2.5,55.12139078776041,748.4020586156669,71.3856689453125,874.9091183487399
S010,S003,C,2.5,15,2,66.1456689453125,748.4020586156669,89.23208618164062,903.77981374262
S010,S004,A,3,12,2.5,43.78575846354166,628.8139069435402,101.86291015625,774.4625755633319
S010,S004,B,3,15,2.5,43.78575846354166,503.05112555483214,101.86291015625,648.6997941746238
S010,S004,C,2.5,15,2,52.54291015624999,503.05112555483214,127.3286376953125,682.9226734063947
S010,S005,A,3,12,2.5,38.184419759114576,530.1799152897714,108.4613037109375,676.8256387598235
S010,S005,B,3,15,2.5,38.184419759114576,424.14393223181713,108.4613037109375,570.7896557018692
S010,S005,C,2.5,15,2,45.82130371093749,424.14393223181713,135.57662963867188,605.5418655814265
S010,S006,A,3,12,2.5,27.207592773437494,660.1313504385208,47.369111328124994,734.7080545400833
S010,S006,B,3,15,2.5,27.207592773437494,528.1050803508166,47.369111328124994,602.681784452379
S010,S006,C,2.5,15,2,32.64911132812499,528.1050803508166,59.211389160156244,619.9655808390978
S010,S007,A,3,12,2.5,28.449881998697908,716.746088666032,35.3798583984375,780.5758290631675
S010,S007,B,3,15,2.5,28.449881998697908,573.3968709328257,35.3798583984375,637.2266113299611
S010,S007,C,2.5,15,2,34.13985839843749,573.3968709328257,44.224822998046875,651.76155232931
S010,S008,A,3,12,2.5,39.163433837890615,774.5256252602559,79.27612060546876,892.9651797036153
S010,S008,B,3,15,2.5,39.163433837890615,619.6205002082047,79.27612060546876,738.0600546515641
S010,S008,C,2.5,15,2,46.99612060546874,619.6205002082047,99.09515075683595,765.7117715705094
S010,S009,A,3,12,2.5,43.78575846354166,380.36213956388605,101.18291015625,525.3308081836777
S010,S009,B,3,15,2.5,43.78575846354166,304.2897116511088,101.18291015625,449.25838027090043
S010,S009,C,2.5,15,2,52.54291015624999,304.2897116511088,126.4786376953125,483.3112595026713
S010,S011,A,3,12,2.5,28.481111653645826,489.52129597125804,89.97733398437501,607.9797416092789
S010,S011,B,3,15,2.5,28.481111653645826,391.61703677700643,89.97733398437501,510.0754824150273
S010,S011,C,2.5,15,2,34.17733398437499,391.61703677700643,112.47166748046875,538.2660382418502
S010,S012,A,3,12,2.5,40.53010253906249,329.25158960112384,77.356123046875,447.13781518706134
S010,S012,B,3,15,2.5,40.53010253906249,263.4012716808991,77.356123046875,381.28749726683657
S010,S012,C,2.5,15,2,48.63612304687499,263.4012716808991,96.69515380859374,408.73254853636786
S010,S013,A,3,12,2.5,50.823457845052076,114.89084888557363,60.948149414062506,226.6624561446882
S010,S013,B,3,15,2.5,50.823457845052076,91.9126791084589,60.948149414062506,203.6842863675735
S010,S013,C,2.5,15,2,60.98814941406249,91.9126791084589,76.18518676757813,229.08601529009954
S010,S014,A,3,12,2.5,61.98785603841145,146.10001368179994,74.62542724609375,282.71329696630517
S010,S014,B,3,15,2.5,61.98785603841145,116.88001094543996,74.62542724609375,253.49329422994515
S010,S014,C,2.5,15,2,74.38542724609374,116.88001094543996,93.28178405761719,284.5472222491509
S010,S015,A,3,12,2.5,88.9087443033854,766.4651716475781,57.5304931640625,912.904409115026
S010,S015,B,3,15,2.5,88.9087443033854,613.1721373180625,57.5304931640625,759.6113747855104
S010,S015,C,2.5,15,2,106.69049316406249,613.1721373180625,71.91311645507812,791.775746937203
S011,O01,A,3,12,2.5,27.75391845703125,234.008867697656,67.0647021484375,328.82748830312477
S011,O01,B,3,15,2.5,27.75391845703125,187.2070941581248,67.0647021484375,282.02571476359356
S011,O01,C,2.5,15,2,33.3047021484375,187.2070941581248,83.83087768554688,304.3426739921092
S011,S001,A,3,12,2.5,21.429302978515626,196.20923143512087,36.95516357421875,254.59369798785525
S011,S001,B,3,15,2.5,21.429302978515626,156.9673851480967,36.95516357421875,215.35185170083108
S011,S001,C,2.5,15,2,25.715163574218753,156.9673851480967,46.19395446777344,228.8765031900889
S011,S002,A,3,12,2.5,49.89511311848958,481.8742892760684,56.9141357421875,588.6835381367455
S011,S002,B,3,15,2.5,49.89511311848958,385.4994314208547,56.9141357421875,492.3086802815318
S011,S002,C,2.5,15,2,59.874135742187505,385.4994314208547,71.14266967773438,516.5162368407766
S011,S003,A,3,12,2.5,107.7741007486979,446.47291594549216,78.7689208984375,633.0159375926276
S011,S003,B,3,15,2.5,107.7741007486979,357.17833275639373,78.7689208984375,543.7213544035292
S011,S003,C,2.5,15,2,129.3289208984375,357.17833275639373,98.46115112304688,584.968404777878
S011,S004,A,3,12,2.5,49.679638671875004,450.3265111038831,53.13556640624999,553.141716182008
S011,S004,B,3,15,2.5,49.679638671875004,360.26120888310646,53.13556640624999,463.0764139612315
S011,S004,C,2.5,15,2,59.615566406250004,360.26120888310646,66.4194580078125,486.296233297169
S011,S005,A,3,12,2.5,45.14963989257813,233.56363347722754,61.01956787109375,339.7328412408994
S011,S005,B,3,15,2.5,45.14963989257813,186.85090678178204,61.01956787109375,293.0201145454539
S011,S005,C,2.5,15,2,54.17956787109375,186.85090678178204,76.27445983886719,317.304934491743
S011,S006,A,3,12,2.5,62.789196777343754,284.15223825956247,34.26703613281249,381.20847116971873
S011,S006,B,3,15,2.5,62.789196777343754,227.32179060764994,34.26703613281249,324.3780235178062
S011,S006,C,2.5,15,2,75.3470361328125,227.32179060764994,42.83379516601562,345.5026219064781
S011,S007,A,3,12,2.5,75.69178466796875,236.2072585341222,36.2701416015625,348.1691848036534
S011,S007,B,3,15,2.5,75.69178466796875,188.96580682729777,36.2701416015625,300.927733096829
S011,S007,C,2.5,15,2,90.8301416015625,188.96580682729777,45.337677001953125,325.13362543081337
S011,S008,A,3,12,2.5,66.93883463541667,443.9350447995852,56.806601562500006,567.6804809975018
S011,S008,B,3,15,2.5,66.93883463541667,355.1480358396682,56.806601562500006,478.8934720375849
S011,S008,C,2.5,15,2,80.3266015625,355.1480358396682,71.00825195312501,506.4828893552932
S011,S009,A,3,12,2.5,34.52255452473958,360.4867561888609,34.2670654296875,429.27637614328796
S011,S009,B,3,15,2.5,34.52255452473958,288.38940495108875,34.2670654296875,357.1790249055158
S011,S009,C,2.5,15,2,41.4270654296875,288.38940495108875,42.833831787109375,372.6503021678856
S011,S010,A,3,12,2.5,74.98111165364584,489.52129597125804,34.17733398437499,598.6797416092788
S011,S010,B,3,15,2.5,74.98111165364584,391.61703677700643,34.17733398437499,500.7754824150272
S011,S010,C,2.5,15,2,89.97733398437501,391.61703677700643,42.72166748046874,524.3160382418503
S011,S012,A,3,12,2.5,69.45018717447917,575.41953723686,56.260224609374994,701.1299490207142
S011,S012,B,3,15,2.5,69.45018717447917,460.33562978948805,56.260224609374994,586.0460415733422
S011,S012,C,2.5,15,2,83.340224609375,460.33562978948805,70.32528076171874,614.0011351605818
S011,S013,A,3,12,2.5,55.42026977539063,436.17414687781917,10.664323730468755,502.25874038367857
S011,S013,B,3,15,2.5,55.42026977539063,348.93931750225534,10.664323730468755,415.02391100811474
S011,S013,C,2.5,15,2,66.50432373046876,348.93931750225534,13.330404663085943,428.77404589581
S011,S014,A,3,12,2.5,135.48894449869792,594.0129202508334,107.0267333984375,836.5285981479689
S011,S014,B,3,15,2.5,135.48894449869792,475.2103362006667,107.0267333984375,717.7260140978021
S011,S014,C,2.5,15,2,162.5867333984375,475.2103362006667,133.78341674804688,771.580486347151
S011,S015,A,3,12,2.5,125.54355061848958,288.4796263976023,45.6922607421875,459.7154377582794
S011,S015,B,3,15,2.5,125.54355061848958,230.78370111808186,45.6922607421875,402.01951247875894
S011,S015,C,2.5,15,2,150.65226074218748,230.78370111808186,57.115325927734375,438.5512877880037
S012,O01,A,3,12,2.5,44.50033162434895,615.9283468762823,114.24039794921876,774.66907644985
S012,O01,B,3,15,2.5,44.50033162434895,492.74267750102575,114.24039794921876,651.4834070745934
S012,O01,C,2.5,15,2,53.40039794921874,492.74267750102575,142.80049743652344,688.9435728867679
S012,S001,A,3,12,2.5,51.933203125,391.550949388732,100.63984375,544.123996263732
S012,S001,B,3,15,2.5,51.933203125,313.2407595109856,100.63984375,465.8138063859856
S012,S001,C,2.5,15,2,62.31984375,313.2407595109856,125.7998046875,501.3604079484856
S012,S002,A,3,12,2.5,42.7927510579427,256.0075490886538,75.47130126953125,374.27160141612774
S012,S002,B,3,15,2.5,42.7927510579427,204.80603927092304,75.47130126953125,323.07009159839697
S012,S002,C,2.5,15,2,51.35130126953125,204.80603927092304,94.33912658691406,350.49646712736836
S012,S003,A,3,12,2.5,104.92964274088541,985.0241177489232,102.4355712890625,1192.389331778871
S012,S003,B,3,15,2.5,104.92964274088541,788.0192941991386,102.4355712890625,995.3845082290865
S012,S003,C,2.5,15,2,125.9155712890625,788.0192941991386,128.04446411132812,1041.9793295995291
S012,S004,A,3,12,2.5,27.402319335937495,440.56894800601077,53.482783203124995,521.4540505450732
S012,S004,B,3,15,2.5,27.402319335937495,352.4551584048086,53.482783203124995,433.3402609438711
S012,S004,C,2.5,15,2,32.882783203124994,352.4551584048086,66.85347900390624,452.1914206118398
S012,S005,A,3,12,2.5,27.921067301432288,468.7127057700163,67.42528076171875,564.0590538331674
S012,S005,B,3,15,2.5,27.921067301432288,374.97016461601305,67.42528076171875,470.3165126791641
S012,S005,C,2.5,15,2,33.505280761718744,374.97016461601305,84.28160095214844,492.7570463298802
S012,S006,A,3,12,2.5,51.849676513671874,832.5837840622384,48.21961181640624,932.6530723923164
S012,S006,B,3,15,2.5,51.849676513671874,666.0670272497906,48.21961181640624,766.1363155798687
S012,S006,C,2.5,15,2,62.21961181640624,666.0670272497906,60.27451477050781,788.5611538367046
S012,S007,A,3,12,2.5,59.28787841796875,805.4518025287098,43.6654541015625,908.405135048241
S012,S007,B,3,15,2.5,59.28787841796875,644.3614420229678,43.6654541015625,747.3147745424991
S012,S007,C,2.5,15,2,71.14545410156249,644.3614420229678,54.581817626953125,770.0887137514834
S012,S008,A,3,12,2.5,26.451066080729163,644.2275940053527,35.30127929687501,705.9799393829569
S012,S008,B,3,15,2.5,26.451066080729163,515.3820752042822,35.30127929687501,577.1344205818864
S012,S008,C,2.5,15,2,31.741279296874996,515.3820752042822,44.12659912109376,591.2499536222508
S012,S009,A,3,12,2.5,27.039872233072913,247.80983626109932,52.3678466796875,327.2175551738597
S012,S009,B,3,15,2.5,27.039872233072913,198.24786900887946,52.3678466796875,277.6555879216399
S012,S009,C,2.5,15,2,32.447846679687494,198.24786900887946,65.45980834960938,296.15552403817634
S012,S010,A,3,12,2.5,64.46343587239583,329.25158960112384,48.63612304687499,442.3511485203947
S012,S010,B,3,15,2.5,64.46343587239583,263.4012716808991,48.63612304687499,376.50083060016993
S012,S010,C,2.5,15,2,77.356123046875,263.4012716808991,60.79515380859374,401.5525485363678
S012,S011,A,3,12,2.5,46.8835205078125,575.41953723686,83.340224609375,705.6432823540475
S012,S011,B,3,15,2.5,46.8835205078125,460.33562978948805,83.340224609375,590.5593749066755
S012,S011,C,2.5,15,2,56.260224609374994,460.33562978948805,104.17528076171875,620.7711351605818
S012,S013,A,3,12,2.5,52.24212239583333,237.9448476965309,33.930546875000005,324.1175169673642
S012,S013,B,3,15,2.5,52.24212239583333,190.3558781572247,33.930546875000005,276.528547428058
S012,S013,C,2.5,15,2,62.690546874999995,190.3558781572247,42.413183593750006,295.45960862597474
S012,S014,A,3,12,2.5,83.79527384440104,454.56909547200866,72.07432861328125,610.438697929691
S012,S014,B,3,15,2.5,83.79527384440104,363.6552763776069,72.07432861328125,519.5248788352892
S012,S014,C,2.5,15,2,100.55432861328124,363.6552763776069,90.09291076660156,554.3025157574898
S012,S015,A,3,12,2.5,101.64873860677083,776.7156432087348,44.098486328125,922.4628681436307
